   1.0000000e+00   2.9417162e+02   2.7290147e+02
   1.0000000e+00   3.0148631e+02   2.6558678e+02
   1.0000000e+00   2.6545889e+02   3.0161419e+02
   1.0000000e+00   2.2524691e+02   3.4182618e+02
   1.0000000e+00   2.5255515e+02   3.1451794e+02
   1.0000000e+00   2.3507994e+02   3.3199315e+02
   1.0000000e+00   2.9547858e+02   2.7159451e+02
   1.0000000e+00   2.7206407e+02   2.9500901e+02
   1.0000000e+00   2.6550320e+02   3.0156988e+02
   1.0000000e+00   2.9697945e+02   2.7009363e+02
   1.0000000e+00   3.0049834e+02   2.6657474e+02
   1.0000000e+00   2.2598349e+02   3.4108959e+02
   1.0000000e+00   2.5644202e+02   3.1063106e+02
   1.0000000e+00   2.7817386e+02   2.8889923e+02
   1.0000000e+00   2.3013818e+02   3.3693490e+02
   1.0000000e+00   2.4914562e+02   3.1792746e+02
   1.0000000e+00   2.8958336e+02   2.7748972e+02
   1.0000000e+00   2.1246320e+02   3.5460988e+02
   1.0000000e+00   2.4722946e+02   3.1984362e+02
   1.0000000e+00   2.0785021e+02   3.5922287e+02
   1.0000000e+00   2.1913639e+02   3.4793669e+02
   2.0000000e+00   2.4574217e+02   3.3377731e+02
   2.0000000e+00   2.1032217e+02   3.6919732e+02
   2.0000000e+00   2.6914783e+02   3.1037166e+02
   2.0000000e+00   2.8275838e+02   2.9676110e+02
   2.0000000e+00   2.5618300e+02   3.2333649e+02
   2.0000000e+00   2.8882295e+02   2.9069653e+02
   2.0000000e+00   2.2432401e+02   3.5519548e+02
   2.0000000e+00   2.4506264e+02   3.3445684e+02
   2.0000000e+00   3.0913197e+02   2.7038752e+02
   2.0000000e+00   2.9382613e+02   2.8569336e+02
   2.0000000e+00   2.3863824e+02   3.4088125e+02
   2.0000000e+00   2.6478961e+02   3.1472987e+02
   2.0000000e+00   2.6465305e+02   3.1486643e+02
   2.0000000e+00   3.2229946e+02   2.5722003e+02
   2.0000000e+00   2.6918706e+02   3.1033242e+02
   2.0000000e+00   2.5662320e+02   3.2289628e+02
   2.0000000e+00   2.9291782e+02   2.8660167e+02
   2.0000000e+00   3.0295782e+02   2.7656167e+02
   2.0000000e+00   2.8053523e+02   2.9898426e+02
   2.0000000e+00   3.0436926e+02   2.7515022e+02
   2.0000000e+00   2.7740421e+02   3.0211528e+02
   2.0000000e+00   2.6777802e+02   3.1174147e+02
   2.0000000e+00   2.3775049e+02   3.4176900e+02
   2.0000000e+00   2.7050493e+02   3.0901455e+02
   2.0000000e+00   2.9031670e+02   2.8920278e+02
   2.0000000e+00   2.3058953e+02   3.4892996e+02
   2.0000000e+00   2.5279229e+02   3.2672719e+02
   2.0000000e+00   2.6910740e+02   3.1041208e+02
   2.0000000e+00   2.5700741e+02   3.2251207e+02
   2.0000000e+00   2.8938524e+02   2.9013425e+02
   2.0000000e+00   2.5193774e+02   3.2758175e+02
   2.0000000e+00   2.6807155e+02   3.1144794e+02
   2.0000000e+00   2.5828799e+02   3.2123150e+02
   2.0000000e+00   3.0418552e+02   2.7533396e+02
   2.0000000e+00   2.3329347e+02   3.4622602e+02
   2.0000000e+00   2.6351772e+02   3.1600177e+02
   2.0000000e+00   3.2805759e+02   2.5146189e+02
   2.0000000e+00   3.1668782e+02   2.6283167e+02
   2.0000000e+00   2.8686619e+02   2.9265329e+02
   2.0000000e+00   3.1043727e+02   2.6908222e+02
   2.0000000e+00   2.8292051e+02   2.9659898e+02
   2.0000000e+00   2.8517970e+02   2.9433979e+02
   2.0000000e+00   3.6782459e+02   2.1169490e+02
   2.0000000e+00   4.1958444e+02   1.5993504e+02
   2.0000000e+00   2.6779683e+02   3.1172266e+02
   2.0000000e+00   3.1962180e+02   2.5989768e+02
   2.0000000e+00   3.3335624e+02   2.4616325e+02
   2.0000000e+00   3.4916031e+02   2.3035918e+02
   2.0000000e+00   3.9101221e+02   1.8850728e+02
   2.0000000e+00   3.2590282e+02   2.5361667e+02
